Horizontal gaze centre: PPRF and abducens nucleus	Brainstem localisation	The pontine paramedian reticular formation drives ipsilateral horizontal gaze via the abducens nucleus, which simultaneously activates ipsilateral lateral rectus and contralateral medial rectus through the MLF.	A destructive PPRF or abducens-nucleus lesion causes inability of both eyes to gaze toward the side of the pontine lesion.	This differs from an isolated CN VI fascicle/nerve lesion, where only the ipsilateral eye cannot abduct.	If neither eye can look left, localise to the left PPRF/abducens nucleus rather than the left abducens nerve alone.
One-and-a-half syndrome	Brainstem localisation	A dorsal pontine lesion involving the ipsilateral PPRF/abducens nucleus plus the ipsilateral MLF combines an ipsilateral horizontal-gaze palsy with an INO.	The ipsilateral eye has essentially no horizontal movement; the contralateral eye can only abduct, usually with abducting nystagmus.	An isolated INO preserves conjugate gaze toward the opposite side; one-and-a-half syndrome adds an ipsilateral conjugate-gaze palsy.	Use the combination of gaze palsy and INO to localise a compact lesion in the ipsilateral dorsal pons.
Midbrain localisation	Brainstem localisation	The midbrain contains CN III/IV structures, cerebral peduncles, MLF and cerebellar/red-nucleus pathways.	An ipsilateral CN III palsy with contralateral pyramidal weakness is a classic crossed midbrain pattern; additional tremor/ataxia depends on tegmental involvement.	A peripheral CN III palsy alone does not prove a midbrain lesion; associated contralateral long-tract signs are the key localiser.	Left down-and-out eye with ptosis plus right hemiparesis localises to the left midbrain.
Weber syndrome	Brainstem localisation	A ventral midbrain lesion damages the ipsilateral oculomotor fascicle and adjacent cerebral-peduncle corticospinal/corticobulbar fibres.	Ipsilateral CN III palsy occurs with contralateral hemiparesis, often including lower facial weakness.	Do not confuse with an isolated compressive III palsy: contralateral pyramidal signs indicate a midbrain fascicular lesion.	Right III palsy plus left UMN weakness localises to the right ventral midbrain.
Pontine localisation	Brainstem localisation	The pons contains CN V-VIII nuclei/fascicles plus corticospinal, sensory, gaze and cerebellar connections.	Ipsilateral VI/VII or horizontal-gaze findings accompanied by contralateral body motor/sensory deficits strongly localise to the pons.	LMN facial weakness with opposite-sided limb signs is pontine; cortical facial weakness is contralateral and usually forehead-sparing.	Left LMN facial weakness plus right hemiparesis localises to the left pons.
Medial pontine syndrome	Brainstem localisation	Paramedian pontine injury can involve corticospinal fibres, medial lemniscus and abducens fascicle/nucleus or nearby gaze pathways.	Typical pattern is ipsilateral VI/gaze abnormality with contralateral weakness, with possible contralateral vibration-proprioception loss.	Lateral pontine/AICA lesions instead emphasise facial paralysis, hearing/vestibular symptoms, ataxia and crossed pain-temperature loss.	Right VI palsy plus left hemiparesis and left vibration loss points to the right medial pons.
Medullary localisation	Brainstem localisation	The medulla contains CN IX-XII structures, pyramids, medial lemniscus, nucleus ambiguus, vestibular/cerebellar and lateral sensory pathways.	Dysphagia/hoarseness suggests nucleus ambiguus/lateral medulla; ipsilateral XII weakness with contralateral pyramidal and proprioceptive deficits suggests medial medulla.	Use bulbar pattern to separate lateral medullary disease from pontine ocular/facial syndromes.	First decide whether the key localiser is IX/X bulbar dysfunction or XII tongue weakness, then apply crossed body findings.
Medial medullary syndrome	Brainstem localisation	A medial medullary lesion affects the pyramid, medial lemniscus and ipsilateral hypoglossal fascicle.	It causes contralateral hemiparesis, contralateral vibration-proprioception loss and ipsilateral tongue weakness; the protruded tongue deviates toward the lesion.	Lateral medullary syndrome instead causes nucleus-ambiguus dysfunction, ataxia, Horner syndrome and crossed pain-temperature loss without the classic pyramidal triad.	Tongue deviating left with right hemiparesis and right proprioceptive loss localises to the left medial medulla.
CN III palsy: localisation	Brainstem localisation	CN III supplies levator palpebrae, most extraocular muscles and parasympathetic pupillary fibres; a fascicular lesion may accompany nearby midbrain long-tract damage.	Palsy produces ptosis and a down-and-out eye, with possible mydriasis; contralateral weakness implies an ipsilateral midbrain lesion.	An acute painful pupil-involving isolated III palsy raises concern for external compression such as posterior communicating artery aneurysm rather than automatically implying intrinsic midbrain stroke.	Down-and-out left eye plus right UMN weakness = left midbrain; isolated painful left III palsy with mydriasis requires urgent compressive-aneurysm assessment.
CN IV palsy: localisation	Brainstem localisation	Trochlear fibres arise from the dorsal midbrain and uniquely decussate before exiting; the nerve supplies superior oblique.	Palsy causes vertical/torsional diplopia, typically worse looking down such as when reading or descending stairs.	A trochlear nuclear lesion affects the contralateral superior oblique, whereas a fascicular or peripheral nerve lesion affects the ipsilateral eye.	Use the unusual IV decussation when a dorsal-midbrain lesion and the affected eye appear to be on opposite sides.
CN VI palsy: localisation	Brainstem localisation	CN VI arises in the pons and supplies lateral rectus; its nucleus also participates in conjugate horizontal gaze.	An isolated fascicular/peripheral VI lesion causes failure of ipsilateral abduction; an abducens-nucleus lesion causes ipsilateral conjugate-gaze palsy.	A VI palsy may also occur as a false-localising sign in raised intracranial pressure because of the nerve's long intracranial course.	Right eye cannot abduct plus left hemiparesis strongly suggests right pontine fascicular involvement; inability of both eyes to gaze right suggests the right abducens nucleus/PPRF.
UMN versus LMN facial weakness	Brainstem localisation	Supranuclear corticobulbar input to the upper facial nucleus is bilateral, while lower facial muscles receive predominantly contralateral cortical input; the facial nucleus/fascicle itself supplies the ipsilateral whole face.	A cerebral UMN lesion causes contralateral lower facial weakness with relative forehead sparing; pontine nuclear/fascicular or peripheral VII lesions cause ipsilateral whole-face LMN weakness.	Forehead sparing is useful but not infallible; interpret it with the rest of the neurological examination.	Left whole-face weakness plus right limb weakness localises to the left pons; left lower-face weakness plus left limb weakness suggests a right supranuclear lesion.
Nucleus ambiguus localisation	Brainstem localisation	Nucleus ambiguus in the lateral medulla provides branchial motor output principally through IX/X to pharyngeal and laryngeal muscles.	Lesion causes dysphagia, hoarseness, impaired palatal elevation and reduced gag motor response, classically in lateral medullary syndrome.	Prominent dysphagia/hoarseness distinguishes lateral medulla/PICA from classic lateral pons/AICA, where facial paralysis and hearing symptoms are more characteristic.	Acute vertigo plus hoarseness, ipsilateral ataxia and crossed pain-temperature loss should localise to the lateral medulla.
CN XII palsy: localisation	Brainstem localisation	A lower motor neuron hypoglossal lesion weakens the ipsilateral tongue; on protrusion the tongue deviates toward the weak side.	A medullary XII fascicular lesion combined with contralateral hemiparesis is a classic medial medullary crossed pattern.	UMN corticobulbar tongue weakness is subtler and deviation is away from the cortical lesion; do not use the LMN rule indiscriminately.	Tongue deviates right with left hemiparesis = right medial medulla.
Cerebral hemisphere versus pontine gaze deviation	Brainstem localisation	The frontal eye field drives gaze to the opposite side through contralateral pontine gaze centres; destructive hemispheric and pontine lesions therefore produce different gaze patterns.	A large destructive cerebral hemispheric lesion may produce gaze preference toward the cortical lesion, whereas a destructive pontine horizontal-gaze-centre lesion prevents gaze toward the pontine lesion.	Do not interpret eye deviation without checking whether the abnormality is a gaze preference, conjugate-gaze palsy, isolated ocular-motor palsy or INO.	Use gaze direction together with hemiparesis and cranial-nerve findings to distinguish a large hemispheric stroke from a pontine lesion.
